clusterName,clusterSize,f_score,PPV,AUC,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
242,500,0.40895061728395055,0.5326633165829145,0.6057849531984165,216139,93,394,106,5,"['MCUB', 'FBN2', 'MME', 'SOX6', 'ADAMTSL1']","['RP11-656G20.1', 'MCUB', 'FBN2', 'MME', 'SOX6', 'ADAMTSL1', 'GRIK1', 'ARHGAP6', 'CDH12', 'NKAIN2']"
243,500,0.4863813229571985,0.7575757575757576,0.5999260054016057,216200,32,400,100,4,"['CTD-2533K21.4', 'PENK', 'CALB1', 'EYA4']","['CTD-2533K21.4', 'RP11-13N12.1', 'PENK', 'CBLN4', 'CALB1', 'EYA4', 'SOX6', 'GRIK1', 'CDH12', 'SGCZ']"
244,500,0.5649466192170819,0.8141025641025641,0.6269329423952051,216203,29,373,127,3,"['NPY', 'TAC3', 'CBLN4']","['NPY', 'TAC3', 'MCUB', 'SST', 'ADAMTS12', 'CBLN4', 'IL1RAPL2', 'TRPC6', 'SOX6', 'ADAMTS9-AS2']"
245,500,0.45847750865051906,0.6463414634146342,0.6058658847904103,216174,58,394,106,3,"['NPY', 'RP11-656G20.1', 'FBN2']","['NPY', 'MCUB', 'RP11-656G20.1', 'SST', 'STK32B', 'FBN2', 'XACT', 'ADAMTSL1', 'SOX6', 'DCHS2']"
246,500,0.42828685258964144,0.6825396825396826,0.5859075067520071,216192,40,414,86,3,"['SST', 'LINC02008', 'MAF']","['CTD-2533K21.4', 'NPY', 'SST', 'PAWR', 'LINC02008', 'MAF', 'PLPP3', 'TAC1', 'AF228730.14', 'CUX2']"
247,500,0.6132075471698114,0.9285714285714286,0.6299768766880017,216222,10,370,130,3,"['CTD-2288O8.3', 'LPAR1', 'COL5A2']","['ABC10-43608400O15.1', 'CTD-2288O8.3', 'CTD-2288O8.1', 'BCHE', 'LPAR1', 'COL5A2', 'SATB1-AS1', 'PLCH1', 'TRHDE', 'ZMAT4']"
248,500,0.45751633986928103,0.6187845303867403,0.6118404491472123,216163,69,388,112,3,"['RP11-799O21.2', 'DCN', 'TAC1']","['HPGD', 'ABC10-43608400O15.1', 'RGS5_ENSG00000143248', 'RP11-799O21.2', 'DCN', 'TAC1', 'MOXD1', 'FREM1', 'TRHDE', 'NR2F2-AS1']"
249,500,0.42452830188679247,0.5121951219512195,0.6257225202560214,216112,120,374,126,5,"['TRPC7', 'SST', 'RSPO3', 'SOX6', 'SEMA3A']","['TRPC7', 'SST', 'RSPO3', 'SOX6', 'ADRA1A', 'SEMA3A', 'TRHDE', 'GRIK1', 'PDE1C', 'PCDH11X']"
250,500,0.45936395759717313,0.6582278481012658,0.6038751341152095,216178,54,396,104,3,"['PROM1', 'ADGRG6', 'ADAMTS9-AS2']","['PROM1', 'MCUB', 'ADGRG6', 'ADAMTS9-AS2', 'RSPO2', 'EYS', 'RELN', 'GRIK1', 'CDH13', 'PTPRM']"
251,500,0.5019305019305019,0.7761194029850746,0.6039306300640054,216202,30,396,104,4,"['RP11-387P12.1', 'SST', 'ADGRG6', 'RELN']","['EDNRA', 'RP11-387P12.1', 'SST', 'ADGRG6', 'RELN', 'ADAMTS9-AS2', 'GRIK1', 'SYT9', 'SPARCL1', 'PCDH15']"
252,500,0.38306451612903236,0.6178861788617886,0.5758913204336082,216185,47,424,76,3,"['ABC10-43608400O15.1', 'EDNRA', 'TAC3']","['ABC10-43608400O15.1', 'EDNRA', 'TAC3', 'SST', 'PAWR', 'FREM1', 'SOX6', 'TRHDE', 'CNTN1', 'LRRC4C']"
253,500,0.6921824104234527,0.9340659340659341,0.6699722520256022,216220,12,330,170,5,"['SST', 'VCAN', 'TRPC6', 'CTC-535M15.2', 'CTC-340A15.2']","['SST', 'VCAN', 'TRPC6', 'CTC-535M15.2', 'EPB41L4A', 'CTC-340A15.2', 'SOX6', 'TRHDE', 'PLCH1', 'BICC1']"
254,500,0.5572289156626506,0.8951612903225806,0.6109699396944023,216219,13,389,111,3,"['ADAMTS20', 'NPAS1', 'FBN2']","['ABC10-43608400O15.1', 'ADAMTS20', 'NPAS1', 'FBN2', 'PAWR', 'NDST4', 'THSD7B', 'TRHDE', 'CBLN2', 'SPON1']"
255,500,0.5727665706051873,0.7162162162162162,0.6588543231344112,216169,63,341,159,3,"['RP11-238K6.2', 'HGF', 'BCHE']","['MYBPC1', 'RP11-238K6.2', 'WNT16', 'HGF', 'BCHE', 'LINC01885', 'GPC5', 'PTPRK', 'TRPM3', 'CNTN5']"
256,500,0.6229641693811075,0.8406593406593407,0.6529329423952052,216203,29,347,153,3,"['MYBPC1', 'SHISA8', 'ADAMTS17']","['MYBPC1', 'WNT16', 'RP11-238K6.2', 'SHISA8', 'ADAMTS17', 'PLCE1', 'PHLDB2', 'IL1RAPL2', 'SOX6', 'THSD7B']"
257,500,0.4901215805471124,0.6323529411764706,0.6288265751600133,216157,75,371,129,2,"['MEPE', 'RGS5_ENSG00000143248']","['MEPE', 'WNT16', 'RGS5_ENSG00000143248', 'RP11-46H14.1', 'RP11-335E8.3', 'HGF', 'RP11-320L2.1', 'ADAMTS17', 'PLCE1', 'DPP10-AS3']"
258,500,0.38925438596491224,0.6893203883495146,0.5709260054016057,216200,32,429,71,3,"['WNT16', 'SST', 'PAWR']","['WNT16', 'HGF', 'WIF1', 'SST', 'PAWR', 'LYPD6', 'SULF1', 'GOLIM4', 'VAV3', 'ERBB4']"
259,500,0.4083665338645418,0.4350132625994695,0.6635074734544378,216019,213,336,164,3,"['RGS5_ENSG00000143248', 'ANOS1', 'BTBD11']","['RGS5_ENSG00000143248', 'RP1-35C21.2', 'ANOS1', 'EYS', 'CEMIP', 'BTBD11', 'SDK1', 'ERBB4', 'GRM8', 'PTPRT']"
260,500,0.4822834645669291,0.57421875,0.6467479558992194,216123,109,353,147,3,"['IQGAP2', 'TAFA4', 'CTXND1']","['RP11-656G20.1', 'IQGAP2', 'TAFA4', 'CTXND1', 'DPP10-AS3', 'SPARCL1', 'CUX2', 'ERBB4', 'SLIT2', 'SPHKAP']"
261,500,0.30210643015521066,0.3343558282208589,0.6084982241296385,216015,217,391,109,4,"['ADAMTS17', 'PVALB', 'CEMIP', 'AC133680.1']","['TCIM', 'ADAMTS17', 'PVALB', 'CEMIP', 'AC133680.1', 'BTBD11', 'SPARCL1', 'ERBB4', 'ZMAT4', 'GRM8']"
262,500,0.583079268292683,0.7536945812807881,0.6528843834400089,216182,50,347,153,4,"['PIEZO2', 'RP1-35C21.2', 'SULF1', 'ADAMTS9-AS2']","['PIEZO2', 'RP1-35C21.2', 'POSTN', 'ADAMTS17', 'SULF1', 'ADAMTS9-AS2', 'GRM8', 'PCDH11X', 'LDB2', 'GPC6']"
263,500,0.5792682926829268,0.7008196721311475,0.670831199822413,216159,73,329,171,4,"['SULF1', 'PVALB', 'AC133680.1', 'RP11-875G18.1']","['ADAMTS17', 'SULF1', 'PVALB', 'AC133680.1', 'CHRD', 'RP11-875G18.1', 'SPARCL1', 'EPHA3', 'NEAT1', 'GRIA1']"
264,500,0.5380794701986756,0.5945121951219512,0.6946924599504236,216099,133,305,195,3,"['RP11-238K6.2', 'COL15A1', 'CRH']","['RP11-238K6.2', 'COL15A1', 'PLEKHH2', 'CRH', 'HPSE2', 'CA8', 'TAFA4', 'PVALB', 'RP11-875G18.1', 'DPP10-AS3']"
265,500,0.5808080808080809,0.8023255813953488,0.6379213807392061,216198,34,362,138,2,"['RP11-238K6.2', 'PTHLH']","['PCDH18', 'RP11-238K6.2', 'PTHLH', 'RP11-656G20.1', 'PLEKHH2', 'ABI3BP', 'C1QL1', 'GRIN2C', 'CA8', 'COL12A1']"
266,500,0.3326023391812865,0.41935483870967744,0.5907086462688224,216106,126,409,91,3,"['C1QL1', 'UNC5B', 'GRIN2C']","['PTHLH', 'C1QL1', 'UNC5B', 'GRIN2C', 'CA8', 'ITGA6', 'DPP10-AS3', 'THSD7A', 'SDK1', 'ERBB4']"
267,500,0.625,0.9310344827586207,0.6349768766880017,216222,10,365,135,3,"['DDR2', 'MET', 'CHST9']","['DDR2', 'PAWR', 'MET', 'ROR1', 'CHST9', 'HTR7', 'COL12A1', 'NRP2', 'CDH20', 'SEMA6D']"
268,500,0.38135593220338976,0.5294117647058824,0.5898150135040141,216152,80,410,90,4,"['TACR1', 'EYA4', 'CHST9', 'CMTM8']","['NPPC', 'RP11-563D10.1', 'TACR1', 'EYA4', 'CHST9', 'CMTM8', 'LAMP5', 'FREM1', 'FBXL7', 'CCK']"
269,500,0.3409090909090909,0.40384615384615385,0.6046415886640275,216077,155,395,105,3,"['IFI44', 'ISM1', 'CHST9']","['IFI44', 'ISM1', 'C1QL1', 'CHST9', 'NOS1', 'RXFP1', 'LAMP5', 'SOX6', 'FSTL5', 'CNTN5']"
270,500,0.44999999999999996,0.72,0.5899190684080061,216197,35,410,90,5,"['NOS1', 'TAC1', 'ADAMTS9-AS2', 'PREX2', 'ARHGAP6']","['CA1', 'NOS1', 'TAC1', 'ADAMTS9-AS2', 'PREX2', 'ARHGAP6', 'SPARCL1', 'CDH13', 'C8orf34', 'SLC8A1']"
271,500,0.31047077922077926,0.31160896130346233,0.6522184320544601,215894,338,347,153,3,"['ADGRG6', 'SFRP1', 'RP11-563D10.1']","['LINC01344', 'CA1', 'ADGRG6', 'SFRP1', 'PDGFD', 'RP11-563D10.1', 'EYA4', 'CHST9', 'ROR1', 'NOS1']"
272,500,0.22582697201017804,0.21482602118003025,0.6407999001072922,215713,519,358,142,4,"['FREM2', 'SFRP1', 'PDGFD', 'LAMP5']","['FREM2', 'SFRP1', 'PDGFD', 'EYA4', 'CHST9', 'LAMP5', 'SOX6', 'CCBE1', 'VAV3', 'ADARB2']"
273,500,0.3855421686746988,0.4413793103448276,0.6276254023456288,216070,162,372,128,4,"['LRP2', 'FBN2', 'RP11-563D10.1', 'CHST9']","['LRP2', 'CA2', 'FBN2', 'RP11-563D10.1', 'CHST9', 'LAMP5', 'LTBP1', 'VCAN', 'FBXL7', 'ITGA8']"
274,500,0.49479166666666663,0.6303317535545023,0.6328196381664138,216154,78,367,133,3,"['CTC-806A22.1', 'NFIA-AS2', 'FBN2']","['CTC-806A22.1', 'NFIA-AS2', 'CTC-367F4.1', 'PDGFD', 'CA2', 'FBN2', 'EYA4', 'LAMP5', 'TRPC3', 'VAV3']"
275,500,0.44894366197183094,0.6415094339622641,0.6018681971216101,216175,57,398,102,4,"['SFRP1', 'PDGFD', 'CA2', 'CXCL14']","['LINC01344', 'SFRP1', 'PDGFD', 'CA2', 'EYA4', 'CXCL14', 'PROX1-AS1_ENSG00000230461', 'IL1RAPL2', 'CCBE1', 'THSD7B']"
276,500,0.4955357142857143,0.7161290322580646,0.6108982574272078,216188,44,389,111,2,"['VIP', 'SVEP1']","['VIP', 'STK32B', 'RP11-437L7.2', 'CXCL14', 'HPSE2', 'SVEP1', 'FREM1', 'PDE3A', 'RELN', 'SEMA5A']"
277,500,0.6675170068027211,0.9289940828402367,0.6569722520256022,216220,12,343,157,2,"['SCGN', 'DDR2']","['CTB-107G13.1', 'PAX6', 'PIEZO2', 'SCGN', 'DDR2', 'CXCL14', 'EYA4', 'RELN', 'ALK', 'PALMD']"
278,500,0.5856423173803526,0.6838235294117647,0.6858011395168152,216146,86,314,186,3,"['DDR2', 'WIF1', 'CHRNA7']","['CTB-107G13.1', 'DDR2', 'CXCL14', 'CRH', 'WIF1', 'CHRNA7', 'RELN', 'TGFBR2', 'IL1RAPL2', 'CCK']"
279,500,0.5690298507462688,0.8531468531468531,0.6219514410448037,216211,21,378,122,3,"['FREM2', 'CXCL14', 'DOCK8']","['CTD-2008L17.2', 'SYT6', 'FREM2', 'CXCL14', 'DOCK8', 'FREM1', 'GABRG1', 'PDE3A', 'CCK', 'PDLIM5']"
280,500,0.5135658914728682,0.6068702290076335,0.6587618298864183,216129,103,341,159,2,"['CTD-2008L17.2', 'LAMA3']","['CTD-2008L17.2', 'RP11-197H3.1', 'LAMA3', 'CXCL14', 'DCN', 'CHRNA7', 'AC064875.2', 'CCK', 'COL12A1', 'IL1RAPL2']"
281,500,0.6654411764705883,0.8418604651162791,0.6809213807392062,216198,34,319,181,2,"['HTR3A', 'EDNRA']","['HTR3A', 'EDNRA', 'RP11-197H3.1', 'NPAS1', 'VIP', 'ANO2', 'SGO1-AS1', 'CXCL14', 'MCTP2', 'CHRNA7']"
282,500,0.57909604519774,0.7161572052401747,0.6638496984720116,216167,65,336,164,2,"['ADAM33', 'CTC-367F4.1']","['RP11-384F7.1', 'RP11-325K19.7', 'AC004862.6', 'ADAM33', 'CTC-806A22.1', 'CTC-367F4.1', 'CXCL14', 'SGO1-AS1', 'ADAMTS9-AS2', 'CCK']"
283,500,0.5208333333333334,0.7142857142857143,0.624884383440009,216182,50,375,125,4,"['CXCL14', 'SGO1-AS1', 'SYT10', 'SEMA3C']","['CXCL14', 'CTC-367F4.1', 'SGO1-AS1', 'SYT10', 'THSD7B', 'SEMA3C', 'CTC-340A15.2', 'RELN', 'COL21A1', 'GRIK1']"
284,500,0.5104961832061069,0.781021897810219,0.6069306300640054,216202,30,393,107,4,"['PCDH18', 'RP1-35C21.2', 'CCN2', 'CXCL14']","['PCDH18', 'RP1-35C21.2', 'VIP', 'CCN2', 'CXCL14', 'CTC-367F4.1', 'THSD7B', 'DACH2', 'ADARB2', 'SDK1']"
285,500,0.7134570765661253,0.803921568627451,0.7458612601280106,216172,60,254,246,2,"['VIP', 'PENK']","['PCDH18', 'VIP', 'PENK', 'DLX1', 'NPAS1', 'CXCL14', 'ADAMTS17', 'THSD7B', 'RASGEF1B', 'ADARB2']"
286,500,0.6664037854889591,0.8802083333333334,0.6689468163824042,216209,23,331,169,3,"['NMBR', 'NDNF', 'CXCL14']","['NMBR', 'MYH11', 'CTB-107G13.1', 'NDNF', 'CXCL14', 'SGO1-AS1', 'SST', 'COL5A2', 'RELN', 'FREM1']"
287,500,0.5818181818181818,0.8533333333333334,0.6279491287136039,216210,22,372,128,3,"['MYH11', 'ADAMTS20', 'EYA4']","['MYH11', 'ADAMTS20', 'CXCL14', 'EYA4', 'FREM1', 'PKP2', 'CBLN4', 'RELN', 'GOLIM4', 'TRPC3']"
288,500,0.5948795180722891,0.7632850241545893,0.6578866957712087,216183,49,342,158,4,"['CXCL14', 'CRH', 'ROR2', 'CA2']","['CTC-367F4.1', 'CXCL14', 'CRH', 'ROR2', 'CA2', 'PKP2', 'NXPH2', 'FBXL7', 'SNTG1', 'ATRNL1']"
289,500,0.5638424821002387,0.6428571428571429,0.6887572052240187,216127,105,311,189,3,"['TAC3', 'AJ006995.3', 'AC133680.1']","['TAC3', 'AJ006995.3', 'VIP', 'SHISA8', 'CXCL14', 'AC133680.1', 'NXPH2', 'HTR2C', 'TSHZ2', 'LHFPL6']"
290,500,0.5443548387096775,0.6116504854368932,0.6887225202560213,216112,120,311,189,3,"['FLT1', 'VIP', 'CHRM2']","['FLT1', 'VIP', 'SHISA8', 'PLCE1', 'AC133680.1', 'CHRM2', 'THSD7A', 'CDH13', 'GRIK1', 'ZMAT4']"
291,500,0.5255681818181819,0.7985611510791367,0.610935254726405,216204,28,389,111,3,"['NPR3', 'EDNRA', 'RP1-35C21.2']","['NPR3', 'SCML4', 'EDNRA', 'RP1-35C21.2', 'AC092684.1', 'RP11-197H3.1', 'KCNH8', 'RP4-809F18.1', 'THSD7A', 'ZMAT4']"
292,500,0.4082914572864321,0.47619047619047616,0.6296693366384254,216089,143,370,130,4,"['NPR3', 'PPP1R1C', 'RP11-197H3.1', 'CRH']","['NPR3', 'PPP1R1C', 'VIP', 'RP11-197H3.1', 'CRH', 'CHRNA2', 'RP11-537P24.1', 'RP11-563D10.1', 'TRPC6', 'CCK']"
293,500,0.4869791666666666,0.5267605633802817,0.6866115283584299,216064,168,313,187,3,"['HS3ST3A1', 'RP11-197H3.1', 'IQGAP2']","['HS3ST3A1', 'PTHLH', 'VIP', 'RP11-197H3.1', 'IQGAP2', 'LAMA3', 'SHISA8', 'PTH2R', 'THSD7B', 'THSD7A']"
294,500,0.5585106382978723,0.6693227091633466,0.6678080765104148,216149,83,332,168,2,"['ABI3BP', 'VIP']","['ABI3BP', 'VIP', 'PTHLH', 'RP11-197H3.1', 'CRH', 'IQGAP2', 'SMOC1', 'VCAN', 'CCK', 'LINC02082']"
295,500,0.43934240362811794,0.49050632911392406,0.6546277146768286,216071,161,345,155,4,"['VIP', 'RP11-197H3.1', 'CRH', 'RXRG']","['VIP', 'TAC3', 'RP11-197H3.1', 'CRH', 'RXRG', 'LAMA3', 'SHISA8', 'SMOC1', 'CCK', 'TRPC6']"
296,500,0.5958230958230958,0.6879432624113475,0.6937965148544155,216144,88,306,194,4,"['TAC3', 'CXCL14', 'CMTM8', 'LYPD6']","['TAC3', 'VIP', 'IQGAP2', 'CXCL14', 'CMTM8', 'LYPD6', 'CBLN4', 'ADAMTS9-AS2', 'FIGN', 'C8orf34']"
297,34,0.9090909090909091,0.9333333333333333,0.9117600911650966,216696,2,6,28,1,['RBP3'],"['TPH1', 'RBP3', 'RP11-13N12.1', 'CPLX4', 'RP4-668E10.4', 'GUCA1C', 'CASZ1', 'ANO2', 'RP11-437L7.2', 'OTX2-AS1']"
298,318,0.6238273921200751,0.7112299465240641,0.7089947359803563,216360,54,185,133,3,"['SLC6A5', 'VCAN', 'RELN']","['RP11-511B7.2', 'SLC6A5', 'PAX2', 'VCAN', 'NXPH2', 'RELN', 'MSC-AS1', 'COL12A1', 'TLL1', 'NR2F2-AS1']"
299,500,0.6134969325153373,0.7960199004975125,0.6599051944208073,216191,41,340,160,3,"['SLC6A5', 'IGF2BP2', 'FNDC1']","['INHBA', 'TRPM6', 'PAX2', 'SLC6A5', 'IGF2BP2', 'FNDC1', 'TFAP2B', 'HGF', 'RSPO3', 'NXPH2']"
300,500,0.5392156862745098,0.8461538461538461,0.6099537533760035,216212,20,390,110,2,"['SLC4A11', 'NDNF']","['SLC4A11', 'TRPM6', 'PAX2', 'NDNF', 'TFAP2B', 'RSPO3', 'NXPH2', 'THSD4', 'NXPH1', 'CLSTN2']"
301,136,0.46875000000000006,0.9545454545454546,0.5772035739077251,216595,1,115,21,3,"['SLC6A5', 'SCIN', 'RREB1']","['SLC6A5', 'SCIN', 'TFAP2B', 'BHLHE22', 'RREB1', 'SMOC2', 'RP11-491F9.1', 'VCAN', 'KLHL1', 'NR2F2-AS1']"
302,248,0.8756038647342996,1.0,0.7923387096774194,216484,0,103,145,2,"['CPLX4', 'RP11-265I24.1']","['CPLX4', 'RP11-265I24.1', 'PAX2', 'PAPPA2', 'SLC6A5', 'SCIN', 'RP11-321P16.3', 'TFAP2B', 'LINC02008', 'TSPAN18']"
303,500,0.6717850287907869,0.7070707070707071,0.7797317695808207,216116,116,220,280,2,"['RP11-265I24.1', 'LYPD6']","['RP11-265I24.1', 'RP11-274H24.2', 'LMCD1', 'TFAP2B', 'FBXL21P', 'LYPD6', 'PVALB', 'DACH1', 'PTPRK', 'SGCD']"
304,500,0.4984894259818731,0.49162011173184356,0.7633687335824485,215959,273,236,264,2,"['RP11-274H24.2', 'SCGN']","['RP11-265I24.1', 'RP11-274H24.2', 'LMCD1', 'SCGN', 'TFAP2B', 'PVALB', 'VCAN', 'ADAMTS9-AS2', 'DACH1', 'MARCHF11']"
305,191,0.532994923857868,0.63,0.6648360318013848,216504,37,128,63,4,"['TFAP2B', 'NTN1', 'LINC02552', 'BMPR1B']","['SCGN', 'TFAP2B', 'NTN1', 'LINC02552', 'BMPR1B', 'SORCS3', 'CDH10', 'SNHG14', 'LRRC4C', 'DLG2']"
306,500,0.30904522613065327,0.2827586206896552,0.7445571053313108,215608,624,254,246,3,"['SCGN', 'MARCHF11', 'PTPRK']","['LMCD1', 'SCGN', 'TFAP2B', 'MARCHF11', 'PTPRK', 'SORCS3', 'PTPRT', 'ADGRL3', 'LRRC4C']"
307,500,0.6974921630094044,0.9175257731958762,0.6779630027008028,216216,16,322,178,4,"['SCGN', 'LINC02552', 'VCAN', 'NXPH1']","['SCGN', 'DUSP10', 'LINC02552', 'VCAN', 'CDH22', 'NXPH1', 'CLSTN2', 'SORCS3', 'SNTG1', 'LRRC4C']"
308,500,0.8924843423799581,0.9661016949152542,0.8419722520256022,216220,12,158,342,2,"['RP11-312A15.5', 'EOMES']","['RP11-312A15.5', 'EOMES', 'LMX1A', 'CARM1P1', 'RP11-649A16.1', 'TRPC3', 'RSPO2', 'EBF1', 'NWD2', 'FRMD4B']"
309,373,0.6273062730627307,0.9272727272727272,0.6367107347289822,216351,8,271,102,2,"['RP11-340A13.4', 'ABCA13']","['RP11-340A13.4', 'RP11-312A15.5', 'ABCA13', 'LMX1A', 'RP11-649A16.1', 'SULF1', 'RELN', 'TLL1', 'CADPS2', 'CDH20']"
310,500,0.3585858585858586,0.3837837837837838,0.6414727884864405,216004,228,358,142,4,"['RP11-81F8.1', 'RP11-97F8.2', 'RP11-649A16.1', 'RELN']","['RP11-81F8.1', 'RP11-97F8.2', 'LINC01798', 'RP11-649A16.1', 'RELN', 'ETV1', 'CADPS2', 'CHN2', 'FSTL5', 'SNTG1']"
311,500,0.3530751708428245,0.3293492695883134,0.7468322727440897,215727,505,252,248,3,"['RP11-81F8.1', 'RP11-649A16.1', 'ETV1']","['RP11-81F8.1', 'RP11-491F9.1', 'RP11-649A16.1', 'RELN', 'GRM4', 'ETV1', 'CADPS2', 'CHN2', 'FSTL5', 'CA10']"
312,500,0.6995412844036697,0.7845659163987139,0.743845073809612,216165,67,256,244,3,"['RP11-81F8.1', 'TTR', 'RP5-1101C3.1']","['RP11-81F8.1', 'TTR', 'LINC01798', 'RP11-491F9.1', 'RP11-649A16.1', 'RP5-1101C3.1', 'RELN', 'CADPS2', 'CHN2', 'FSTL5']"
313,449,0.7973291437549096,0.9854368932038835,0.726050971100956,216280,3,246,203,2,"['RP11-410K21.2', 'LINC02770']","['RP11-410K21.2', 'LINC02770', 'RP11-484N11.1', 'EMX2', 'CTB-107G13.1', 'NDNF', 'EMX2OS', 'FGFR3', 'LINC02008', 'LHX1']"
314,42,0.9259259259259259,1.0,0.8571428571428572,216690,0,12,30,1,['PCP2'],"['PCP2', 'PPP1R17', 'CASQ2', 'MYO10', 'CA8', 'LPL', 'CALB1', 'FAM160A1', 'TRPC3', 'RP11-369E15.3']"
315,267,0.5581668625146886,0.6506849315068494,0.6777848197687198,216414,51,172,95,3,"['TENT5A', 'MME', 'SMOC1']","['ADAMTS20', 'TENT5A', 'C6orf141', 'MME', 'SMOC1', 'PREX2', 'RP4-809F18.1', 'NXPH1', 'NTRK3', 'ATRNL1']"
316,500,0.48689138576779023,0.7323943661971831,0.6039121314144068,216194,38,396,104,3,"['ADAMTS20', 'EYA2', 'BTNL9']","['ADAMTS20', 'CDH23', 'MYRFL', 'C6orf141', 'EYA2', 'BTNL9', 'PVALB', 'THSD7B', 'PREX2', 'SCN1B']"
317,500,0.37997903563941304,0.4119318181818182,0.6445213474416368,216025,207,355,145,4,"['BMP5', 'RP11-46H14.1', 'RP11-321P16.3', 'LINC00836']","['BMP5', 'ADAMTS20', 'RP11-46H14.1', 'CDH23', 'RP11-321P16.3', 'LINC00836', 'RP11-719N9.1', 'THSD7B', 'ADAMTS16', 'IL1RAPL2']"
318,500,0.4042431192660551,0.4533762057877814,0.6406069036960302,216062,170,359,141,3,"['RP11-46H14.1', 'LINC00836', 'CTXN3']","['RP11-46H14.1', 'ADAMTS20', 'RP11-97F8.2', 'LINC00836', 'RP11-321P16.3', 'CTXN3', 'MME', 'IL1RAPL2', 'CTC-535M15.2', 'CTC-340A15.2']"
319,500,0.5143391521197007,0.5978260869565217,0.6647433312368197,216121,111,335,165,2,"['LINC00355', 'FAM114A1']","['LINC00355', 'FAM114A1', 'RP11-46H14.1', 'RP11-321P16.3', 'MME', 'SEMA3C', 'THSD7B', 'PTPRT', 'TRPM3', 'SGCZ']"
320,500,0.22711267605633803,0.2205128205128205,0.627945576972881,215776,456,371,129,3,"['TINAG', 'SYT10', 'THSD7B']","['TINAG', 'RP11-46H14.1', 'RP11-321P16.3', 'LINC00836', 'SYT10', 'THSD7B', 'ZFPM2-AS1', 'GPC5', 'PCDH15', 'GRIA4']"
321,500,0.5597643097643098,0.7732558139534884,0.6329098190832069,216193,39,367,133,4,"['ADGRL4', 'VEPH1', 'LINC01798', 'RP11-649A16.1']","['ADGRL4', 'ADAM33', 'CDH23', 'VEPH1', 'LINC01798', 'RP11-649A16.1', 'THSD7B', 'NXPH2', 'ARHGAP24', 'HTR2C']"
322,500,0.632183908045977,0.9705882352941176,0.6319907506752007,216228,4,368,132,2,"['LINC01982', 'SLC5A7']","['LINC01982', 'INHBA', 'SLC5A7', 'BMP5', 'ADAMTS20', 'GRIN2C', 'LINC01798', 'PTPN14', 'MEIS1', 'FBXL7']"
323,500,0.24085365853658533,0.2273381294964029,0.6567582781456954,215695,537,342,158,3,"['RP11-284G10.1', 'RP3-401D24.1', 'TAC1']","['RP11-284G10.1', 'RP3-401D24.1', 'FOXB1', 'DRD3', 'TAC1', 'STAC', 'KCNH8', 'ADAMTS3', 'PCDH15', 'NEAT1']"
324,500,0.3999042145593869,0.42065491183879095,0.6664681638240408,216002,230,333,167,3,"['LINC00410', 'RBMS3-AS2', 'TAC1']","['LINC00410', 'RP3-401D24.1', 'PITX2', 'AC140912.1', 'RBMS3-AS2', 'TAC1', 'PVALB', 'RP4-678D15.1', 'NRP2', 'SCN1B']"
325,500,0.6134259259259259,0.6385542168674698,0.7646531503200268,216082,150,235,265,4,"['FSHR', 'LINC00410', 'RP11-460M2.1', 'RP3-401D24.1']","['FSHR', 'LINC00410', 'RP11-460M2.1', 'RP3-401D24.1', 'PITX2', 'DRD3', 'AC140912.1', 'LHX1', 'TAFA4', 'RBMS3-AS2']"
326,500,0.46287128712871284,0.4921052631578947,0.6865537200784344,216039,193,313,187,4,"['RP3-401D24.1', 'SIM1', 'PITX2', 'CRHBP']","['RP3-401D24.1', 'SIM1', 'CCDC68', 'PITX2', 'CRHBP', 'MYO5B', 'ABTB2', 'LTBP1', 'NRP2', 'PLCH1']"
327,500,0.3296344647519582,0.2958984375,0.801332809204928,215511,721,197,303,3,"['LINC00410', 'RP3-401D24.1', 'TAFA4']","['LINC00410', 'RP3-401D24.1', 'PITX2', 'MYO5B', 'TAFA4', 'ONECUT2', 'LTBP1', 'TAC1', 'CFAP299', 'NRP2']"
328,500,0.164708886618999,0.1407528641571195,0.7543580783602797,214657,1575,242,258,2,"['LINC00410', 'CFAP299']","['LINC00410', 'MYO5B', 'LTBP1', 'CFAP299', 'ADARB2', 'GNAS', 'CTNNA3', 'CALM1', 'FTH1']"
329,500,0.39529914529914517,0.4911504424778761,0.6107340819120204,216117,115,389,111,4,"['SIM1', 'LINC02196', 'PRLR', 'FBXL7']","['ADGRL4', 'LGR5', 'SIM1', 'LINC02196', 'PRLR', 'FBXL7', 'GAB1', 'NTNG1', 'TAFA1', 'NELL1']"
330,500,0.4406946264744429,0.4216300940438871,0.7681467497872655,215863,369,231,269,3,"['RP3-401D24.1', 'PITX2', 'NTNG1']","['RP11-284G10.1', 'RP3-401D24.1', 'ADGRL4', 'LGR5', 'PITX2', 'NTNG1', 'GAB1', 'CADPS2', 'GPC6', 'SLIT3']"
331,175,0.3206997084548105,0.5238095238095238,0.5628109656382121,216537,20,153,22,3,"['RP11-115D10.1', 'PITX2', 'SEMA3C']","['RP11-115D10.1', 'SIM1', 'PITX2', 'ONECUT2', 'SEMA3C', 'NCKAP5', 'ZNF804B', 'CNTNAP2', 'ATRNL1', 'CTNNA2']"
