clusterName,clusterSize,f_score,PPV,AUC,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
426,500,0.1997041420118343,0.2535211267605634,0.5536323393392283,216073,159,446,54,3,"['RP11-537P24.1', 'MEIS1', 'TSHZ1']","['PAX6', 'NPFFR2', 'RP11-537P24.1', 'EYA2', 'MEIS1', 'TSHZ1', 'DACH2', 'MEIS2', 'FOXP2', 'ANO3']"
427,500,0.3746056782334385,0.4947916666666667,0.5947757038736172,216135,97,405,95,3,"['ISL1', 'GABRG1', 'CTC-552D5.1']","['SCML4', 'ISL1', 'GABRG1', 'CTC-552D5.1', 'SEMA3A', 'PBX3', 'MEIS2', 'SORCS1', 'GRM8', 'ZFHX3']"
428,500,0.5448717948717949,0.8040540540540541,0.6189329423952051,216203,29,381,119,3,"['FREM2', 'STK32B', 'RP11-649A16.1']","['FREM2', 'ZIC2', 'STK32B', 'FBN2', 'RP11-649A16.1', 'RP11-134O15.3', 'MOXD1', 'COL5A2', 'ZIC1', 'MARCHF3']"
429,500,0.49077181208053694,0.6763005780346821,0.6168705094528099,216176,56,383,117,3,"['FREM2', 'PRDM16', 'MYO5B']","['SCN5A', 'FREM2', 'PRDM16', 'ZIC2', 'RP11-649A16.1', 'MYO5B', 'NDST4', 'ZIC1', 'NXPH1', 'RIPOR2']"
430,500,0.5958333333333333,0.8171428571428572,0.6429260054016057,216200,32,357,143,2,"['PENK', 'GABRG1']","['TRHR', 'FREM2', 'PENK', 'IQGAP2', 'GABRG1', 'RP13-143G15.4', 'VCAN', 'ADAMTSL1', 'ARHGAP6', 'SEMA5A']"
431,500,0.6737288135593221,0.9352941176470588,0.6589745643568019,216221,11,341,159,2,"['PGR', 'TBX3']","['PGR', 'RP4-601P9.2', 'TBX3', 'ESR1', 'RADX', 'C14orf39', 'AR', 'GABRQ', 'PRLR', 'ADAMTS6']"
432,500,0.9557560137457046,0.973741794310722,0.9449722520256022,216220,12,55,445,1,['HDC'],"['HDC', 'TBX3', 'SLC18A2', 'PPP1R1C', 'QRFPR', 'SYT6', 'MCTP2', 'ISL1', 'WIF1', 'RSPO2']"
433,500,0.5471014492753624,0.6863636363636364,0.6508404491472123,216163,69,349,151,4,"['OTX2-AS1', 'PRSS12', 'HHIP', 'RELN']","['LINC01210', 'OTX2-AS1', 'OTX2', 'PRSS12', 'HHIP', 'RELN', 'CHRM2', 'MEIS2', 'SNTG1', 'LRRC4C']"
434,500,0.37832929782082325,0.4340277777777778,0.624623090014429,216069,163,375,125,3,"['CTXN3', 'NPPC', 'NPSR1-AS1']","['CASR', 'NPSR1', 'CTXN3', 'SHISA8', 'NPPC', 'NPSR1-AS1', 'OTX2-AS1', 'LINC02552', 'PCBP3', 'EYS']"
435,500,0.43778801843317977,0.4919093851132686,0.6516369640016278,216075,157,348,152,4,"['NPSR1', 'TRPC7', 'LTBP1', 'NR2F2-AS1']","['LINC01210', 'NPSR1', 'TRPC7', 'OTX2-AS1', 'LTBP1', 'NR2F2-AS1', 'SPHKAP', 'GRIK1', 'MAML2', 'GPC6']"
436,500,0.4306102362204725,0.45691906005221933,0.674519035110437,216024,208,325,175,3,"['HMCN1', 'OTX2-AS1', 'BMPR1B']","['HMCN1', 'RP11-134O21.1', 'GS1-57L11.1', 'LINC01210', 'OTX2-AS1', 'BMPR1B', 'PCBP3', 'SEMA3E', 'PBX3', 'SORCS1']"
437,500,0.41502946954813363,0.4401041666666667,0.6685028487920381,216017,215,331,169,4,"['CH17-174L20.1', 'OTX2-AS1', 'BMPR1B', 'RORB']","['RP11-378A12.1', 'CH17-174L20.1', 'RP11-134O21.1', 'OTX2-AS1', 'BMPR1B', 'RORB', 'SEMA3C', 'PCBP3', 'NXPH2', 'GRIK1']"
438,500,0.22417153996101363,0.23711340206185566,0.5913155499648526,215936,296,408,92,3,"['AC010091.1', 'NPSR1', 'NPPC']","['AC010091.1', 'LINC01210', 'SHISA8', 'NPSR1', 'NPPC', 'OTX2-AS1', 'LINC02055', 'SEMA3C', 'NXPH2', 'EYS']"
439,500,0.28096330275229353,0.26238286479250333,0.6947259055088978,215681,551,304,196,4,"['OTX2-AS1', 'LINC02055', 'PRSS12', 'SEMA3C']","['DMBX1', 'OTX2-AS1', 'LINC02055', 'PRSS12', 'RORB', 'SEMA3C', 'GRIK1', 'SDK1', 'PTPRT', 'ATRNL1']"
440,500,0.46944858420268254,0.46153846153846156,0.7513201746272522,215938,294,248,252,3,"['MYO3B', 'OTX2-AS1', 'LINC02055']","['AC010091.1', 'DMBX1', 'MYO3B', 'OTX2-AS1', 'LINC02055', 'LYPD6', 'SEMA3C', 'RORB', 'GRIK1', 'PCDH15']"
441,500,0.3452685421994885,0.40601503759398494,0.6076346516704281,216074,158,392,108,3,"['MYO3B', 'PLEKHH2', 'CRNDE']","['TSPAN12', 'DMBX1', 'MYO3B', 'OTX2-AS1', 'PLEKHH2', 'CRNDE', 'ADAMTS6', 'SEMA3C', 'GRIK1', 'CADPS2']"
442,500,0.32174556213017746,0.4084507042253521,0.5867086462688224,216106,126,413,87,3,"['TSPAN12', 'CASR', 'NPSR1']","['TSPAN12', 'CASR', 'MYO3B', 'VASH2', 'CTXN3', 'NPSR1', 'OTX2-AS1', 'CRNDE', 'RP11-759A24.3', 'PCBP3']"
443,500,0.34463894967177244,0.3795180722891566,0.6255236597728366,216026,206,374,126,4,"['VASH2', 'NPPC', 'LINC02552', 'OTX2-AS1']","['CASR', 'LINC01210', 'VASH2', 'NPPC', 'LINC02552', 'OTX2-AS1', 'CRNDE', 'PCBP3', 'THSD4', 'RYR3']"
444,500,0.3513681592039802,0.40794223826714804,0.6126207776832291,216068,164,387,113,5,"['PLEKHH2', 'OTX2-AS1', 'LINC02552', 'SEMA3C', 'SYT2']","['DMBX1', 'PLEKHH2', 'OTX2-AS1', 'LINC02552', 'SEMA3C', 'SYT2', 'PCBP3', 'GRIK1', 'RYR3', 'LUZP2']"
445,134,0.6366459627329193,0.8723404255319149,0.6529712240834628,216592,6,93,41,3,"['RP11-354K4.2', 'MAP3K20', 'KCNH8']","['CTD-2007H18.2', 'DCDC2C', 'LCP1', 'RP11-354K4.2', 'MAP3K20', 'KCNH8', 'SLC7A11', 'TGFBR2', 'SEMA3C', 'ITGA8']"
446,500,0.6045611015490534,0.6162280701754386,0.7805953420400311,216057,175,219,281,2,"['DCDC2C', 'RP11-354K4.2']","['RP11-35J10.5', 'CTD-2007H18.2', 'DCDC2C', 'LCP1', 'RP11-354K4.2', 'SHOX2', 'KCNH8', 'SEMA3C', 'ITGA8', 'NTNG1']"
447,500,0.43750000000000006,0.7304347826086957,0.5839283177328055,216201,31,416,84,4,"['LINC01695', 'ST8SIA6', 'TGFBR2', 'KCNH8']","['LINC01695', 'RP11-354K4.2', 'SHOX2', 'ST8SIA6', 'TGFBR2', 'KCNH8', 'NTNG1', 'TSHZ2', 'ADARB2', 'ROBO1']"
448,500,0.44318181818181823,0.5707317073170731,0.6167965148544156,216144,88,383,117,2,"['NDRG1', 'ETV1']","['NDRG1', 'CHRNA2', 'TAFA4', 'BTNL9', 'ETV1', 'ADAMTS9-AS2', 'CBLN2', 'FSTL4', 'ADARB2', 'CNTN3']"
449,500,0.3035287081339713,0.28551336146272854,0.7018253357504903,215724,508,297,203,3,"['CASQ2', 'NTS', 'EDNRB']","['CASQ2', 'NTS', 'EDNRB', 'RGS16', 'TAFA4', 'PAMR1', 'ADAMTSL3', 'ADAMTSL1', 'ADAMTS9-AS2', 'THSD7A']"
450,500,0.6126644736842105,0.8324022346368715,0.6489306300640053,216202,30,351,149,3,"['CASQ2', 'AC092684.1', 'ADAMTS12']","['CASQ2', 'AC092684.1', 'RGS16', 'COL23A1', 'ADAMTS12', 'SCN1B', 'SNCAIP', 'NTNG1', 'ADARB2', 'FSTL4']"
451,500,0.4761904761904762,0.4793388429752066,0.7314172925376448,215980,252,268,232,3,"['CASQ2', 'AC092684.1', 'CD226']","['CCDC141', 'CASQ2', 'AC092684.1', 'RGS16', 'CD226', 'NPL', 'TGFBR2', 'PAMR1', 'SULF1', 'EYA4']"
452,500,0.5675487465181058,0.6965811965811965,0.6628358244848127,216161,71,337,163,3,"['ITM2A', 'HPSE2', 'PVALB']","['ITM2A', 'RGS16', 'HPSE2', 'PVALB', 'TGFBR2', 'TAFA4', 'SCN1B', 'TAFA1', 'THSD7A', 'NKAIN2']"
453,500,0.5782312925170068,0.8047337278106509,0.6359236930704059,216199,33,364,136,3,"['CARTPT', 'RGS16', 'PNOC']","['CARTPT', 'CASQ2', 'ITM2A', 'RGS16', 'LRP2', 'PNOC', 'PTH2R', 'NPL', 'PVALB', 'GRM8']"
454,500,0.5189530685920578,0.756578947368421,0.6149144437456066,216195,37,385,115,2,"['AP000331.1', 'TAFA4']","['AP000331.1', 'LINC01695', 'LINC01151', 'RGS16', 'ADAMTS12', 'TAFA4', 'RUNX1', 'RP11-66G15.1', 'CCBE1', 'EPHA3']"
455,474,0.6350053361792957,0.68,0.7507959023627544,216146,112,236,238,2,"['LINC01151', 'FSHR']","['RP11-398G24.2', 'HAS2-AS1', 'LINC01151', 'FSHR', 'RP11-460M2.1', 'QRFPR', 'LINC02296', 'CALCRL', 'COL5A2', 'EBF1']"
456,500,0.6485507246376813,0.8136363636363636,0.6789051944208072,216191,41,321,179,4,"['LINC02296', 'ST8SIA6', 'BMP6', 'TCF7L2']","['AP000331.1', 'LINC02296', 'ST8SIA6', 'BMP6', 'RNF220', 'TCF7L2', 'PLCH1', 'NTNG1', 'GPC6', 'ADCY2']"
457,296,0.6696428571428572,0.9574468085106383,0.6520177864201039,216432,4,206,90,2,"['LINC01036', 'FAM163A']","['LINC01036', 'SPTLC3', 'CD44', 'DKK2', 'WIF1', 'FAM163A', 'CPNE9', 'KCNH8', 'RORB', 'EPHA3']"
458,500,0.5993690851735015,0.7916666666666666,0.6519075067520071,216192,40,348,152,3,"['NTS', 'RGS16', 'LINC01320']","['CCDC141', 'SPTLC3', 'NTS', 'ADGRG6', 'RGS16', 'LINC01320', 'MCUB', 'PAMR1', 'ADAMTSL1', 'LTBP1']"
459,500,0.44251824817518254,0.6510067114093959,0.5968797587776092,216180,52,403,97,3,"['SLITRK6', 'MCUB', 'RNF220']","['SLITRK6', 'AC079135.1', 'LHX9', 'MCUB', 'RNF220', 'RP11-649A16.1', 'TCF7L2', 'SPON1', 'FOXP2', 'NTNG1']"
460,500,0.6226053639846743,0.9558823529411765,0.629986126012801,216226,6,370,130,2,"['DMRTA1', 'LINC01239']","['DMRTA1', 'RP11-398G24.2', 'AC003099.2', 'LINC01151', 'LINC01239', 'CTXN3', 'FBN2', 'RP13-487K5.1', 'CBLN4', 'RNF220']"
