ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Clustering_Reference	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Composed_primarily_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	>AI oboInOwl:hasDbXref	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	TI 'composed primarily of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202210140_296	HumanBrain 0296 - CS202210140_296	CGE_295	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_486		CS202210140_296	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CGE_295		HumanBrain 0296			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051296				
PCL_INDV:CS202210140_297	HumanBrain 0297 - CS202210140_297	CGE_296	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_486		CS202210140_297	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CGE_296		HumanBrain 0297			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051297				
PCL_INDV:CS202210140_298	HumanBrain 0298 - CS202210140_298	URL_297	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_298	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_297		HumanBrain 0298			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051298				
PCL_INDV:CS202210140_299	HumanBrain 0299 - CS202210140_299	CBI_298	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_299	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_298		HumanBrain 0299			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051299				
PCL_INDV:CS202210140_300	HumanBrain 0300 - CS202210140_300	CBI_299	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_300	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_299		HumanBrain 0300			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051300				
PCL_INDV:CS202210140_301	HumanBrain 0301 - CS202210140_301	CBI_300	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_301	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_300		HumanBrain 0301			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051301				
PCL_INDV:CS202210140_302	HumanBrain 0302 - CS202210140_302	CBI_301	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_302	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_301		HumanBrain 0302			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051302				
PCL_INDV:CS202210140_303	HumanBrain 0303 - CS202210140_303	CBI_302	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_303	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_302		HumanBrain 0303			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051303				
PCL_INDV:CS202210140_304	HumanBrain 0304 - CS202210140_304	CBI_303	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_304	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_303		HumanBrain 0304			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051304				
PCL_INDV:CS202210140_305	HumanBrain 0305 - CS202210140_305	CBI_304	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_305	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_304		HumanBrain 0305			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051305				
PCL_INDV:CS202210140_306	HumanBrain 0306 - CS202210140_306	CBI_305	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_306	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_305		HumanBrain 0306			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051306				
PCL_INDV:CS202210140_307	HumanBrain 0307 - CS202210140_307	CBI_306	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_307	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_306		HumanBrain 0307			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051307				
PCL_INDV:CS202210140_308	HumanBrain 0308 - CS202210140_308	CBI_307	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_488		CS202210140_308	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CBI_307		HumanBrain 0308			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051308				
PCL_INDV:CS202210140_309	HumanBrain 0309 - CS202210140_309	URL_308	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_309	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_308		HumanBrain 0309			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051309				
PCL_INDV:CS202210140_310	HumanBrain 0310 - CS202210140_310	URL_309	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_310	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_309		HumanBrain 0310			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051310				
PCL_INDV:CS202210140_311	HumanBrain 0311 - CS202210140_311	URL_310	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_311	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_310		HumanBrain 0311			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051311				
PCL_INDV:CS202210140_312	HumanBrain 0312 - CS202210140_312	URL_311	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_312	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_311		HumanBrain 0312			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051312				
PCL_INDV:CS202210140_313	HumanBrain 0313 - CS202210140_313	URL_312	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_487		CS202210140_313	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		URL_312		HumanBrain 0313			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051313				
PCL_INDV:CS202210140_314	HumanBrain 0314 - CS202210140_314	Splat_313	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_314	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_313		HumanBrain 0314			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051314				
PCL_INDV:CS202210140_315	HumanBrain 0315 - CS202210140_315	Misc_314	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_315	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Misc_314		HumanBrain 0315			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051315				
PCL_INDV:CS202210140_316	HumanBrain 0316 - CS202210140_316	LRL_315	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_316	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_315		HumanBrain 0316			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051316				
PCL_INDV:CS202210140_317	HumanBrain 0317 - CS202210140_317	LRL_316	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_317	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_316		HumanBrain 0317			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051317				
PCL_INDV:CS202210140_318	HumanBrain 0318 - CS202210140_318	LRL_317	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_318	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_317		HumanBrain 0318			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051318				
PCL_INDV:CS202210140_319	HumanBrain 0319 - CS202210140_319	LRL_318	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_319	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_318		HumanBrain 0319			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051319				
PCL_INDV:CS202210140_320	HumanBrain 0320 - CS202210140_320	LRL_319	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_320	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_319		HumanBrain 0320			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051320				
PCL_INDV:CS202210140_321	HumanBrain 0321 - CS202210140_321	LRL_320	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_321	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_320		HumanBrain 0321			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051321				
PCL_INDV:CS202210140_322	HumanBrain 0322 - CS202210140_322	LRL_321	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_322	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_321		HumanBrain 0322			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051322				
PCL_INDV:CS202210140_323	HumanBrain 0323 - CS202210140_323	LRL_322	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_489		CS202210140_323	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LRL_322		HumanBrain 0323			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051323				
PCL_INDV:CS202210140_324	HumanBrain 0324 - CS202210140_324	Mmb_323	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_324	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_323		HumanBrain 0324			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051324				
PCL_INDV:CS202210140_325	HumanBrain 0325 - CS202210140_325	Mmb_324	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_325	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_324		HumanBrain 0325			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051325				
PCL_INDV:CS202210140_326	HumanBrain 0326 - CS202210140_326	Mmb_325	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_326	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_325		HumanBrain 0326			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051326				
PCL_INDV:CS202210140_327	HumanBrain 0327 - CS202210140_327	Mmb_326	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_327	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_326		HumanBrain 0327			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051327				
PCL_INDV:CS202210140_328	HumanBrain 0328 - CS202210140_328	Mmb_327	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_328	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_327		HumanBrain 0328			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051328				
PCL_INDV:CS202210140_329	HumanBrain 0329 - CS202210140_329	Mmb_328	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_329	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_328		HumanBrain 0329			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051329				
PCL_INDV:CS202210140_330	HumanBrain 0330 - CS202210140_330	Mmb_329	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_330	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_329		HumanBrain 0330			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051330				
PCL_INDV:CS202210140_331	HumanBrain 0331 - CS202210140_331	Mmb_330	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_331	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_330		HumanBrain 0331			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051331				
PCL_INDV:CS202210140_332	HumanBrain 0332 - CS202210140_332	Mmb_331	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_332	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_331		HumanBrain 0332			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051332				
PCL_INDV:CS202210140_333	HumanBrain 0333 - CS202210140_333	Mmb_332	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_333	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_332		HumanBrain 0333			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051333				
PCL_INDV:CS202210140_334	HumanBrain 0334 - CS202210140_334	Mmb_333	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_490		CS202210140_334	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mmb_333		HumanBrain 0334			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051334				
PCL_INDV:CS202210140_335	HumanBrain 0335 - CS202210140_335	Splat_334	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_335	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_334		HumanBrain 0335			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051335				
PCL_INDV:CS202210140_336	HumanBrain 0336 - CS202210140_336	Splat_335	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_336	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_335		HumanBrain 0336			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051336				
PCL_INDV:CS202210140_337	HumanBrain 0337 - CS202210140_337	Splat_336	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_337	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_336		HumanBrain 0337			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051337				
PCL_INDV:CS202210140_338	HumanBrain 0338 - CS202210140_338	Splat_337	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_338	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_337		HumanBrain 0338			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051338				
PCL_INDV:CS202210140_339	HumanBrain 0339 - CS202210140_339	Splat_338	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_339	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_338		HumanBrain 0339			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051339				
PCL_INDV:CS202210140_340	HumanBrain 0340 - CS202210140_340	Splat_339	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_340	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_339		HumanBrain 0340			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051340				
PCL_INDV:CS202210140_341	HumanBrain 0341 - CS202210140_341	Splat_340	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_341	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_340		HumanBrain 0341			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051341				
PCL_INDV:CS202210140_342	HumanBrain 0342 - CS202210140_342	Splat_341	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_342	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_341		HumanBrain 0342			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051342				
PCL_INDV:CS202210140_343	HumanBrain 0343 - CS202210140_343	Splat_342	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_343	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_342		HumanBrain 0343			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051343				
PCL_INDV:CS202210140_344	HumanBrain 0344 - CS202210140_344	Splat_343	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_344	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_343		HumanBrain 0344			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051344				
PCL_INDV:CS202210140_345	HumanBrain 0345 - CS202210140_345	Splat_344	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_345	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_344		HumanBrain 0345			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051345				
PCL_INDV:CS202210140_346	HumanBrain 0346 - CS202210140_346	Splat_345	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_346	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_345		HumanBrain 0346			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051346				
PCL_INDV:CS202210140_347	HumanBrain 0347 - CS202210140_347	Splat_346	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_347	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_346		HumanBrain 0347			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051347				
PCL_INDV:CS202210140_348	HumanBrain 0348 - CS202210140_348	Splat_347	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_348	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_347		HumanBrain 0348			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051348				
PCL_INDV:CS202210140_349	HumanBrain 0349 - CS202210140_349	Splat_348	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_349	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_348		HumanBrain 0349			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051349				
PCL_INDV:CS202210140_350	HumanBrain 0350 - CS202210140_350	Splat_349	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_350	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_349		HumanBrain 0350			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051350				
PCL_INDV:CS202210140_351	HumanBrain 0351 - CS202210140_351	Splat_350	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_351	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_350		HumanBrain 0351			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051351				
PCL_INDV:CS202210140_352	HumanBrain 0352 - CS202210140_352	Splat_351	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_352	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_351		HumanBrain 0352			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051352				
PCL_INDV:CS202210140_353	HumanBrain 0353 - CS202210140_353	Splat_352	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_353	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_352		HumanBrain 0353			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051353				
PCL_INDV:CS202210140_354	HumanBrain 0354 - CS202210140_354	Splat_353	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_354	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_353		HumanBrain 0354			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051354				
PCL_INDV:CS202210140_355	HumanBrain 0355 - CS202210140_355	Splat_354	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_355	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_354		HumanBrain 0355			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051355				
PCL_INDV:CS202210140_356	HumanBrain 0356 - CS202210140_356	Splat_355	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_356	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_355		HumanBrain 0356			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051356				
PCL_INDV:CS202210140_357	HumanBrain 0357 - CS202210140_357	Splat_356	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_357	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_356		HumanBrain 0357			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051357				
PCL_INDV:CS202210140_358	HumanBrain 0358 - CS202210140_358	Splat_357	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_358	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_357		HumanBrain 0358			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051358				
PCL_INDV:CS202210140_359	HumanBrain 0359 - CS202210140_359	Splat_358	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_359	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_358		HumanBrain 0359			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051359				
PCL_INDV:CS202210140_360	HumanBrain 0360 - CS202210140_360	Splat_359	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_360	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_359		HumanBrain 0360			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051360				
PCL_INDV:CS202210140_361	HumanBrain 0361 - CS202210140_361	Splat_360	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_361	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_360		HumanBrain 0361			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051361				
PCL_INDV:CS202210140_362	HumanBrain 0362 - CS202210140_362	Splat_361	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_362	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_361		HumanBrain 0362			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051362				
PCL_INDV:CS202210140_363	HumanBrain 0363 - CS202210140_363	Splat_362	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_363	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_362		HumanBrain 0363			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051363				
PCL_INDV:CS202210140_364	HumanBrain 0364 - CS202210140_364	Splat_363	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_364	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_363		HumanBrain 0364			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051364				
PCL_INDV:CS202210140_365	HumanBrain 0365 - CS202210140_365	Splat_364	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_365	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_364		HumanBrain 0365			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051365				
PCL_INDV:CS202210140_366	HumanBrain 0366 - CS202210140_366	Splat_365	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_366	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_365		HumanBrain 0366			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051366				
