ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Clustering_Reference	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Composed_primarily_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	>AI oboInOwl:hasDbXref	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	TI 'composed primarily of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202210140_438	HumanBrain 0438 - CS202210140_438	Midi_437	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_438	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_437		HumanBrain 0438			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051438				
PCL_INDV:CS202210140_439	HumanBrain 0439 - CS202210140_439	Midi_438	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_439	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_438		HumanBrain 0439			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051439				
PCL_INDV:CS202210140_440	HumanBrain 0440 - CS202210140_440	Midi_439	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_440	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_439		HumanBrain 0440			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051440				
PCL_INDV:CS202210140_441	HumanBrain 0441 - CS202210140_441	Midi_440	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_441	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_440		HumanBrain 0441			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051441				
PCL_INDV:CS202210140_442	HumanBrain 0442 - CS202210140_442	Midi_441	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_442	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_441		HumanBrain 0442			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051442				
PCL_INDV:CS202210140_443	HumanBrain 0443 - CS202210140_443	Midi_442	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_443	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_442		HumanBrain 0443			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051443				
PCL_INDV:CS202210140_444	HumanBrain 0444 - CS202210140_444	Midi_443	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_444	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_443		HumanBrain 0444			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051444				
PCL_INDV:CS202210140_445	HumanBrain 0445 - CS202210140_445	Midi_444	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_445	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_444		HumanBrain 0445			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051445				
PCL_INDV:CS202210140_446	HumanBrain 0446 - CS202210140_446	Thex_445	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_446	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_445		HumanBrain 0446			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051446				
PCL_INDV:CS202210140_447	HumanBrain 0447 - CS202210140_447	Thex_446	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_447	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_446		HumanBrain 0447			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051447				
PCL_INDV:CS202210140_448	HumanBrain 0448 - CS202210140_448	Thex_447	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_448	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_447		HumanBrain 0448			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051448				
PCL_INDV:CS202210140_449	HumanBrain 0449 - CS202210140_449	Thex_448	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_449	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_448		HumanBrain 0449			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051449				
PCL_INDV:CS202210140_450	HumanBrain 0450 - CS202210140_450	Thex_449	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_450	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_449		HumanBrain 0450			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051450				
PCL_INDV:CS202210140_451	HumanBrain 0451 - CS202210140_451	Thex_450	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_451	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_450		HumanBrain 0451			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051451				
PCL_INDV:CS202210140_452	HumanBrain 0452 - CS202210140_452	Thex_451	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_452	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_451		HumanBrain 0452			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051452				
PCL_INDV:CS202210140_453	HumanBrain 0453 - CS202210140_453	Thex_452	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_453	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_452		HumanBrain 0453			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051453				
PCL_INDV:CS202210140_454	HumanBrain 0454 - CS202210140_454	Thex_453	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_454	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_453		HumanBrain 0454			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051454				
PCL_INDV:CS202210140_455	HumanBrain 0455 - CS202210140_455	Thex_454	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_455	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_454		HumanBrain 0455			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051455				
PCL_INDV:CS202210140_456	HumanBrain 0456 - CS202210140_456	Thex_455	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_456	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_455		HumanBrain 0456			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051456				
PCL_INDV:CS202210140_457	HumanBrain 0457 - CS202210140_457	Thex_456	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_457	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_456		HumanBrain 0457			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051457				
PCL_INDV:CS202210140_458	HumanBrain 0458 - CS202210140_458	Thex_457	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_458	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_457		HumanBrain 0458			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051458				
PCL_INDV:CS202210140_459	HumanBrain 0459 - CS202210140_459	Thex_458	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_459	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_458		HumanBrain 0459			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051459				
PCL_INDV:CS202210140_460	HumanBrain 0460 - CS202210140_460	Thex_459	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_460	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_459		HumanBrain 0460			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051460				
PCL_INDV:CS202210140_461	HumanBrain 0461 - CS202210140_461	Thex_460	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_461	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_460		HumanBrain 0461			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051461				
PCL_INDV:CS202210140_462	HumanBrain 0001-0461 - CS202210140_462	All cells	PCL:0010001	owl:NamedIndividual			CS202210140_462	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		All cells		HumanBrain 0001-0461			Kimberly Siletti	10.1126/science.add7046						
PCL_INDV:CS202210140_463	HumanBrain 0001-0004, 0114-0115, 0117-0119, 0133, 0165-0169, 0171, 0177-0179, 0315, 0402, 0405 - CS202210140_463	Miscellaneous	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_463	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Miscellaneous		HumanBrain 0001-0004, 0114-0115, 0117-0119, 0133, 0165-0169, 0171, 0177-0179, 0315, 0402, 0405			Kimberly Siletti	10.1126/science.add7046						
PCL_INDV:CS202210140_464	HumanBrain 0005-0013 - CS202210140_464	Microglia	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_464	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Microglia		HumanBrain 0005-0013			Kimberly Siletti	10.1126/science.add7046			CL:0000129			
PCL_INDV:CS202210140_465	HumanBrain 0014-0024 - CS202210140_465	Vascular	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_465	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Vascular		HumanBrain 0014-0024			Kimberly Siletti	10.1126/science.add7046			CL:4023072			
PCL_INDV:CS202210140_466	HumanBrain 0025-0032 - CS202210140_466	Fibroblast	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_466	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fibroblast		HumanBrain 0025-0032			Kimberly Siletti	10.1126/science.add7046			CL:0000057			
PCL_INDV:CS202210140_467	HumanBrain 0033-0037 - CS202210140_467	Oligodendrocyte precursor	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_467	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligodendrocyte precursor		HumanBrain 0033-0037			Kimberly Siletti	10.1126/science.add7046			CL:0002453			
PCL_INDV:CS202210140_468	HumanBrain 0038-0040, 0042-0044, 0076 - CS202210140_468	Committed oligodendrocyte precursor	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_468	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Committed oligodendrocyte precursor		HumanBrain 0038-0040, 0042-0044, 0076			Kimberly Siletti	10.1126/science.add7046			CL:4023059			
PCL_INDV:CS202210140_469	HumanBrain 0041, 0045-0051 - CS202210140_469	Oligodendrocyte	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_469	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligodendrocyte		HumanBrain 0041, 0045-0051			Kimberly Siletti	10.1126/science.add7046			CL:0000128			
PCL_INDV:CS202210140_470	HumanBrain 0053-0065 - CS202210140_470	Astrocyte	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_470	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astrocyte		HumanBrain 0053-0065			Kimberly Siletti	10.1126/science.add7046			CL:0000127			
PCL_INDV:CS202210140_471	HumanBrain 0066-0075 - CS202210140_471	Ependymal	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_471	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Ependymal		HumanBrain 0066-0075			Kimberly Siletti	10.1126/science.add7046			CL:0000065			
PCL_INDV:CS202210140_472	HumanBrain 0077-0083 - CS202210140_472	Choroid plexus	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_472	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Choroid plexus		HumanBrain 0077-0083			Kimberly Siletti	10.1126/science.add7046			CL:0000706			
PCL_INDV:CS202210140_473	HumanBrain 0084, 0086-0097 - CS202210140_473	Deep-layer near-projecting	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_473	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Deep-layer near-projecting		HumanBrain 0084, 0086-0097			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051473				
PCL_INDV:CS202210140_474	HumanBrain 0085, 0098-0113 - CS202210140_474	Deep-layer corticothalamic and 6b	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_474	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Deep-layer corticothalamic and 6b		HumanBrain 0085, 0098-0113			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051474				
PCL_INDV:CS202210140_475	HumanBrain 0116, 0120, 0164, 0170, 0180-0190 - CS202210140_475	Hippocampal CA1-3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_475	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Hippocampal CA1-3		HumanBrain 0116, 0120, 0164, 0170, 0180-0190			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051475				
PCL_INDV:CS202210140_476	HumanBrain 0121-0132, 0134-0136, 0139 - CS202210140_476	Upper-layer intratelencephalic	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_476	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Upper-layer intratelencephalic		HumanBrain 0121-0132, 0134-0136, 0139			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051476				
PCL_INDV:CS202210140_477	HumanBrain 0137-0138, 0140-0153 - CS202210140_477	Deep-layer intratelencephalic	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_477	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Deep-layer intratelencephalic		HumanBrain 0137-0138, 0140-0153			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051477				
PCL_INDV:CS202210140_478	HumanBrain 0154-0163, 0172-0176, 0406-0409, 0420 - CS202210140_478	Amygdala excitatory	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_478	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amygdala excitatory		HumanBrain 0154-0163, 0172-0176, 0406-0409, 0420			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051478				
PCL_INDV:CS202210140_479	HumanBrain 0191-0199 - CS202210140_479	Hippocampal CA4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_479	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Hippocampal CA4		HumanBrain 0191-0199			Kimberly Siletti	10.1126/science.add7046			CL:4023061			
PCL_INDV:CS202210140_480	HumanBrain 0200-0206 - CS202210140_480	Hippocampal dentate gyrus	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_480	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Hippocampal dentate gyrus		HumanBrain 0200-0206			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051480				
PCL_INDV:CS202210140_481	HumanBrain 0207-0222, 0428, 0431 - CS202210140_481	Medium spiny neuron	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_481	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Medium spiny neuron		HumanBrain 0207-0222, 0428, 0431			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051481				
PCL_INDV:CS202210140_482	HumanBrain 0223-0235, 0427 - CS202210140_482	Eccentric medium spiny neuron	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_482	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Eccentric medium spiny neuron		HumanBrain 0223-0235, 0427			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051482				
PCL_INDV:CS202210140_483	HumanBrain 0236, 0238-0239, 0314, 0335-0372, 0374-0401, 0403-0404, 0410-0419, 0421-0426, 0429-0430, 0432-0433 - CS202210140_483	Splatter	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_483	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splatter		HumanBrain 0236, 0238-0239, 0314, 0335-0372, 0374-0401, 0403-0404, 0410-0419, 0421-0426, 0429-0430, 0432-0433			Kimberly Siletti	10.1126/science.add7046			CL:0000540			
PCL_INDV:CS202210140_484	HumanBrain 0237, 0240-0264 - CS202210140_484	MGE interneuron	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_484	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MGE interneuron		HumanBrain 0237, 0240-0264			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051484				
PCL_INDV:CS202210140_485	HumanBrain 0265-0276 - CS202210140_485	LAMP5-LHX6 and Chandelier	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_485	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		LAMP5-LHX6 and Chandelier		HumanBrain 0265-0276			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051485				
PCL_INDV:CS202210140_486	HumanBrain 0277-0297 - CS202210140_486	CGE interneuron	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_486	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		CGE interneuron		HumanBrain 0277-0297			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051486				
PCL_INDV:CS202210140_487	HumanBrain 0298, 0309-0313 - CS202210140_487	Upper rhombic lip	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_487	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Upper rhombic lip		HumanBrain 0298, 0309-0313			Kimberly Siletti	10.1126/science.add7046			CL:0000540			
PCL_INDV:CS202210140_488	HumanBrain 0299-0308 - CS202210140_488	Cerebellar inhibitory	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_488	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Cerebellar inhibitory		HumanBrain 0299-0308			Kimberly Siletti	10.1126/science.add7046			CL:4023057			
PCL_INDV:CS202210140_489	HumanBrain 0316-0323 - CS202210140_489	Lower rhombic lip	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_489	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Lower rhombic lip		HumanBrain 0316-0323			Kimberly Siletti	10.1126/science.add7046			CL:0000540			
PCL_INDV:CS202210140_490	HumanBrain 0324-0334 - CS202210140_490	Mammillary body	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_490	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mammillary body		HumanBrain 0324-0334			Kimberly Siletti	10.1126/science.add7046			CL:4023074			
PCL_INDV:CS202210140_491	HumanBrain 0373, 0446-0461 - CS202210140_491	Thalamic excitatory	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_491	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thalamic excitatory		HumanBrain 0373, 0446-0461			Kimberly Siletti	10.1126/science.add7046			CL:4023068			
PCL_INDV:CS202210140_492	HumanBrain 0434-0445 - CS202210140_492	Midbrain-derived inhibitory	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_492	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midbrain-derived inhibitory		HumanBrain 0434-0445			Kimberly Siletti	10.1126/science.add7046			CL:4023079			
